Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.5744176595072801,0.6592351227498564,-0.004026059719694606,0.21659114350198747,-0.003057015868629182,0.05808649699688801,0.5270415613825273,-0.3019468563184254,9
F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.6087389164296333,0.2329464027290079,0.1718546322332548,-0.0008147141110314496,0.10347185702496493,0.45541829575030823,0.008608540048318068,9
F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.40756661752577095,0.35625788482851856,-0.004026059719694606,0.21049071014716025,0.09560426146567105,0.6299420333506567,0.31217176448587,-0.3019468563184254,9
M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.7829814619841665,1.0127085669914178,0.8253775588507651,1.5810547371983394,0.6606643043802989,0.08531771301373416,3.105479124142414,0.6297193327818049,9
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",-0.05127374792337831,0.15427305954762632,0.5884050964020626,0.3070809049319246,0.14717720189041889,0.38486108919904155,0.562853194198637,1.8719409182487787,9
M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5744176595072801,0.6592351227498564,0.46991886517771103,0.9760950961779746,0.20099244407276423,0.46655473724958,2.4250581006363325,3.424717900082496,9
M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.4492793780211482,0.4067540911487416,-0.004026059719694606,0.3569011106630131,0.07542354564729145,0.3031674411485031,0.8493462567275131,1.2508301255152918,9
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13,0,0,1,"(0.615, 0.815]","(0.425, 0.48]","(0.115, 0.14]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.8246942224795438,0.5582427101094108,-0.004026059719694606,0.7269940675225307,0.5350954059548261,0.2033196490867339,1.1358393192563896,0.9402747291485484,9
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.28242833603963996,0.3057616785082955,0.46991886517771103,0.0549296595990667,-0.1465643283548838,0.22601232910077235,0.13311360040532258,0.008608540048318068,9
F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.5518268738679053,-0.552673828935496,-0.24099852216839776,-0.6517038706684182,-0.6398707150263846,-0.6226939034242651,-0.5473074231007585,-0.3019468563184254,9
F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.40756661752577095,0.4067540911487416,0.46991886517771103,0.28471264929755813,-0.22280258811320672,0.4393235212327338,0.6344764598308561,0.6297193327818049,9
M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.3241410965350163,0.15427305954762632,-0.12251229094404618,-0.05284466300288072,-0.09947599144533142,-0.13707055112384248,0.097301967589213,1.5613855218820354,9
M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.2407155755442627,0.3057616785082955,0.2329464027290079,-0.16773615785212642,-0.25195251096197724,-0.2732266312080732,0.13311360040532258,0.6297193327818049,9
F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.8246942224795438,0.8612199480307486,0.5884050964020626,0.8632370791136715,0.644968192077115,1.2290287857212714,1.0642160536241705,0.008608540048318068,9
M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.07386453356275355,0.25526547218807244,0.2329464027290079,-0.22874049140039854,-0.42236744453940467,-0.40030563928668833,0.061490334773103436,-0.3019468563184254,9
M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.4684013528771512,-0.4011852099748268,-0.24099852216839776,-0.640519742851235,-0.7273204835726961,-0.4502295353175729,-0.5473074231007585,-0.9230576490519122,9
F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(9.0, 11.0]",-0.42668859238177387,-0.35068900365460376,-0.3594847533927493,-0.5266449868944604,-0.38424831466024323,-0.8859289915871109,-0.6189306887329777,0.008608540048318068,9
I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3860820837754506,-1.46160554269951,-1.0704021407388582,-1.2322617782694738,-1.1578424210314604,-1.2399347998061105,-1.1919168137907301,-0.9230576490519122,9
M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.19900281504888542,0.25526547218807244,0.11446017150465632,0.0112098872228049,-0.15777583714287247,0.08077917701092648,0.097301967589213,1.5613855218820354,9
M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.329, 1.005]","(11.0, 29.0]",0.032151773067376266,0.25526547218807244,0.46991886517771103,0.09254899862050106,-0.21159107932521806,-0.16884030314349632,0.6702880926469656,1.5613855218820354,9
M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.032151773067376266,0.05328064690718021,-0.004026059719694606,-0.23077396918534096,-0.2362563986587931,-0.13707055112384248,-0.26081436057188245,0.008608540048318068,9
F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",-0.05127374792337831,0.0027844405869571418,0.3514326339533595,-0.22467353583051375,-0.3237061672051047,0.008162600966003405,-0.04594456367522526,0.6297193327818049,9
F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.21812478990488746,-0.09820797205348843,-0.3594847533927493,-0.34566546403458664,-0.4582442726609684,-0.463845143325996,-0.15337946212355374,0.008608540048318068,9
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9,1,0,0,"(0.074, 0.45]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(8.0, 9.0]",-0.7603906763447917,-0.14870417837371147,-0.8334296782901554,-0.9638427106570769,-1.018819712060401,-0.7679270555141111,-0.7979888528135254,-0.3019468563184254,9
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.25983755040026474,-0.14870417837371147,-0.3594847533927493,-0.6018836649373294,-0.5636324552680618,-0.4366139273091499,-0.6189306887329777,-0.3019468563184254,9
M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.510114113372528,-0.5021776226152729,-0.8334296782901554,-0.8265829601734648,-0.8573739855133645,-0.6862334074635728,-0.47568415746853965,-0.3019468563184254,9
I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7603906763447917,-0.9061472731770569,-1.4258608344119126,-1.0268805219902912,-0.9627621681204578,-1.0810860397078417,-0.9770470168940731,-0.3019468563184254,9
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.8438161973355462,-0.603170035255719,-0.8334296782901554,-0.903855116001276,-1.0457273331515737,-1.0856245757106493,-0.5473074231007585,-0.3019468563184254,9
F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.032151773067376266,0.05328064690718021,-0.5964572158414522,-0.5002097756902092,-0.5838131710864413,-0.21876419917438092,-0.4398725246524301,0.3191639364150615,9
F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.30155031089564205,-0.35068900365460376,-0.12251229094404618,-0.4575067422064187,-0.4829095919945434,-0.7316187674916497,-0.15337946212355374,0.3191639364150615,9
M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.7186779158494144,-0.7041624478961646,-0.8334296782901554,-0.8855538159367944,-1.043485031393976,-0.7906197355281496,-0.5473074231007585,0.008608540048318068,9
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.010667239317055,-1.057635892137726,-1.307374603187561,-1.173290922506144,-1.1152386876371034,-1.1173943277303031,-1.120293548158511,-0.6125022526851688,9
F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.4684013528771512,-0.4516814162950499,-0.8334296782901554,-0.84793447691536,-0.8977354171501236,-0.7180031594832266,-0.7263655871813062,-0.3019468563184254,9
I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.177518281298564,-1.1586283047781722,-1.307374603187561,-1.1875252670007412,-1.1668116280618512,-1.1355484717415338,-1.120293548158511,-0.9230576490519122,9
M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.302656562784696,-1.46160554269951,-1.5443470656362641,-1.2678476395059661,-1.2251114737593924,-1.1945494397780339,-1.2277284466068397,-1.2336130454186558,9
I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3860820837754506,-1.3101169237388408,-1.4258608344119126,-1.3461365342262486,-1.2654729053961513,-1.1990879757808413,-1.2277284466068397,-1.2336130454186558,9
I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.136911772692241,-2.1685524311826323,-1.8998057593093185,-1.5545680071828447,-1.500914589943913,-1.4441689199324566,-1.514221509135716,-1.5441684417853991,9
I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2609438022893187,-1.3606131300590638,-1.1888883719632097,-1.2190441726673484,-1.1466309122434717,-1.16277968775838,-1.2277284466068397,-1.2336130454186558,9
I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.177518281298564,-1.2091245110983952,-1.307374603187561,-1.1936257003555681,-1.1264501964250921,-1.10377871972188,-1.1561051809746206,-0.6125022526851688,9
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.4503856299102023,1.2651895985925332,0.46991886517771103,1.805754032434475,1.1965744244461567,0.7343283614152335,2.1385650381074566,2.803607107349009,9
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.5338111509009567,1.3156858049127562,0.5884050964020626,2.280571095218526,1.808722804270337,0.711635681401195,3.857523413280714,2.4930517109822654,9
M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.5744176595072801,0.7097313290700794,0.5884050964020626,0.8632370791136715,0.5395800094700216,0.911331265524733,1.2074625848886082,2.182496314615522,9
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7186779158494144,-0.603170035255719,-0.3594847533927493,-0.8825035992593807,-0.8439201749677782,-1.0856245757106493,-0.8051511793767473,-0.3019468563184254,9
F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.6780714072430911,-1.512101749019733,-1.1888883719632097,-1.31360088966717,-1.2475344913353694,-1.3307055198622644,-1.285027059112615,-0.9230576490519122,9
I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.4695076047662052,-1.512101749019733,-1.0704021407388582,-1.2739480728607933,-1.2430498878201743,-1.149164079749957,-1.2420530997332835,-0.9230576490519122,9
F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.8438161973355462,-0.8051548605366108,-0.5964572158414522,-0.8774199047970247,-0.8954931153925259,-0.9222372796095725,-0.7585960567158048,-0.6125022526851688,9
F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.8449224492246004,-1.815078986941071,-1.4258608344119126,-1.3857893510326253,-1.3260150528512902,-1.3443211278706875,-1.385299630997722,-0.9230576490519122,9
M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.5112203652615825,-1.562597955339956,-1.1888883719632097,-1.2952995896026884,-1.2071730596986106,-1.3897064878987644,-1.277864732549393,-0.3019468563184254,9
F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.010667239317055,-0.8556510668568338,-0.7149434470658038,-0.9801105329366161,-0.9515506593324692,-1.0856245757106493,-0.8910990981354101,-0.3019468563184254,9
M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.2609438022893187,-1.2596207174186183,-1.0704021407388582,-1.1885420058932123,-1.1982038526682195,-1.1355484717415338,-1.066576098934347,-0.3019468563184254,9
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0332580249564303,1.113700979631864,1.1808362525238199,1.0309989963714197,0.6987834342594605,1.1201039216538868,1.4688875044462082,1.8719409182487787,9
M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.28242833603963996,0.45725029746896473,0.3514326339533595,-0.08233009088454546,-0.1039605949605269,0.06716356900250339,0.007772885548939091,0.3191639364150615,9
M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.42668859238177387,-0.35068900365460376,-0.24099852216839776,-0.6506871317759471,-0.6981705607239256,-0.6000012234102267,-0.511495790284649,0.008608540048318068,9
M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10,0,0,1,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.5518268738679053,-0.603170035255719,-0.4779709846171009,-0.655770826238303,-0.6241746027232005,-0.6771563354579574,-0.6081871988881449,0.008608540048318068,9
I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-2.0534862517014862,-2.0675600185421863,-1.4258608344119126,-1.444760206795955,-1.3955264073368199,-1.3034743038454182,-1.4282735903770531,-0.3019468563184254,9
I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.929454222104409,-2.8250031133455313,-2.0182919905336703,-1.6389573352579545,-1.5816374532174313,-1.5984791440279178,-1.6395622239920993,-1.5441684417853991,9
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.9711669825997857,-2.8250031133455313,-1.0704021407388582,-1.642007551935368,-1.5704259444294426,-1.584863536019495,-1.657468040400154,-1.8547238381521427,9
F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.6578431804980347,0.9117161543509718,1.0623500212994683,0.5714330169744368,0.4745532584996873,0.6889430013871566,0.6702880926469656,-0.3019468563184254,9
F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.6578431804980347,0.7602275353903025,0.46991886517771103,0.4453573943080078,0.030577510495336805,0.48017034525800284,0.8135346239114035,0.008608540048318068,9
M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.0929865084187556,-0.04771176573326536,-0.24099852216839776,-0.23484092475522575,-0.1936526652644362,-0.4683836793288037,-0.22500272775577287,0.008608540048318068,9
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.40756661752577095,0.5077465037891877,1.1808362525238199,0.31826503274910767,0.12923878782963705,0.5437098492973105,0.7060997254630752,0.9402747291485484,9
M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.991545264461053,0.7602275353903025,1.773267408645577,1.3756734809191569,0.8198677291697382,0.7161742174040028,2.8189860616135376,1.8719409182487787,9
F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.4492793780211482,0.45725029746896473,0.7068913276264143,0.14236920435158984,0.04851592455611867,0.2804747611344646,0.31217176448587,0.9402747291485484,9
F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.40756661752577095,0.5077465037891877,0.5884050964020626,0.5826171447916202,-0.2900716408411387,-0.037222759062073514,1.4223323817852658,0.9402747291485484,9
M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.6578431804980347,0.5582427101094108,0.5884050964020626,0.44434065541553674,0.261534591527903,0.5890952093253874,0.7060997254630752,0.9402747291485484,9
M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,0,0,1,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.6995559409934119,0.7602275353903025,0.8253775588507651,0.8276512178771793,0.8108985221393472,1.0384102736033485,0.7419113582791844,0.6297193327818049,9
