Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.6743591057864329,0.5246484128407266,0.9850774790697353,0.20888679018863338,0.4778058892856338,2.442658211995681,3.4495495839182815,9
0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.46352925195272116,0.4224671651124465,0.014163178430030454,0.3680278150750918,0.08426751849909535,0.3145990753608484,0.865950935490632,1.2663742001922043,9
0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.3803661386978535,0.5736023295168386,1.0351336472514228,0.9394826763115105,-0.09821070076058548,0.373534869278132,1.4392990360379228,0.6426098048418964,9
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.29720302544298677,0.32171038884285175,0.5246484128407266,0.0671021168708078,-0.1360415510949096,0.23752919100747755,0.14926580980651888,0.018845409491588694,9
0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.5344281071056893,-0.5347222094487032,-0.24107943877531798,-0.6370842812839989,-0.6256172613038097,-0.6102395368796012,-0.5315850595933888,-0.2930367881835652,9
0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.2556214688155529,0.32171038884285175,0.2694057956353782,-0.15479258988588673,-0.24063272554862924,-0.26115829598492174,0.14926580980651888,0.6426098048418964,9
0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.5736023295168386,0.9075123386487486,0.5747242542457115,0.17995731640356225,0.6591467936465062,1.080956473195866,0.9544920025170504,9
0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.4199050543836982,1.5307917040779884,1.2903762644567713,1.3427433762620329,1.0100106796213788,1.4615802954433672,1.7618073425957734,1.5782563978673583,9
0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.08929524230581765,0.27133200070805435,0.2694057956353782,-0.21558566023018666,-0.40975887998443095,-0.38809692903753235,0.07759729723810747,-0.2930367881835652,9
0.47,0.375,0.13,0.523,0.214,0.132,0.145,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.4512649938508221,-0.3332086569095137,-0.24107943877531798,-0.6249256672151389,-0.6545467350888811,-0.44703272295481594,-0.6749220847302115,-0.6049189858587191,9
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.4512649938508221,-0.38358704504431107,-0.24107943877531798,-0.6259388850542107,-0.7124056826590237,-0.4379656777367723,-0.5315850595933888,-0.916801183533873,9
0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(9.0, 11.0]",-0.40968343722338824,-0.3332086569095137,-0.3687007473779922,-0.5124584870781842,-0.37192802965010685,-0.8731838482028663,-0.6032535721618001,0.018845409491588694,9
0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3660592396543654,-1.441533195875055,-1.1344285989940368,-1.2156316673939191,-1.1396717570231547,-1.2267986117065677,-1.1766016727090907,-0.916801183533873,9
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.2140399121881191,0.27133200070805435,0.14178448703270397,0.023533749790726095,-0.1471682717814755,0.09245646751877967,0.11343155352231317,1.5782563978673583,9
0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.329, 1.005]","(11.0, 29.0]",0.04771368567838381,0.27133200070805435,0.5246484128407266,0.1045911769164593,-0.20057653107699192,-0.15688727597741997,0.6867796540696038,1.5782563978673583,9
0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.04771368567838381,0.06981844816886482,0.014163178430030454,-0.21761209590832997,-0.22505531658743694,-0.12515261771426725,-0.24491100931974358,0.018845409491588694,9
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.6714370350898903,0.6239807176516354,0.5246484128407266,0.6932707414170962,0.607223390767693,0.5367416832029172,0.7584481666380148,0.6426098048418964,9
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",-0.03544942757648384,0.019440060034067442,0.39702710423805243,-0.2115327888739,-0.31184373794265113,0.01992010577443061,-0.029905471614509606,0.6426098048418964,9
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,1,0,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.17245835556068528,0.22095361257325696,0.6522697214434009,-0.059550113013150226,-0.3007170172560852,0.015386583165408795,0.29260283494334166,0.3307276071667426,9
0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.20177565408621914,-0.08131671623552676,-0.3687007473779922,-0.332105711723428,-0.4453643861814419,-0.4515662455638378,-0.1374082404671265,0.018845409491588694,9
0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",-0.11861254083135149,-0.18207349250512153,-0.11345813017264376,-0.40100452478030124,-0.5788850344202328,-0.020881597706765734,-0.2807452656039491,-0.2930367881835652,9
0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9,1,0,0,"(0.074, 0.45]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(8.0, 9.0]",-0.7423358902428584,-0.13169510437032414,-0.8791859817886888,-0.9481421578789999,-1.0017004205097373,-0.7553122603682992,-0.7824248535828284,-0.2930367881835652,9
0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.24335721071365296,-0.13169510437032414,-0.3687007473779922,-0.5874366071694874,-0.5499555606351615,-0.4243651099097069,-0.6032535721618001,-0.2930367881835652,9
0.465,0.36,0.105,0.431,0.172,0.107,0.175,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.49284655047825543,-0.4843438213139058,-0.8791859817886888,-0.8113577496043252,-0.8414756426231883,-0.6737088534059067,-0.45991654702497753,-0.2930367881835652,9
0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7423358902428584,-0.8873709263922843,-1.5172925248020592,-1.010961663901443,-0.9460668170769079,-1.0681253203908043,-0.9615961350038569,-0.2930367881835652,9
0.425,0.35,0.105,0.393,0.13,0.063,0.165,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.8254990034977261,-0.5851005975835005,-0.8791859817886888,-0.8883623053737716,-1.0284045501574954,-1.072658842999826,-0.5315850595933888,-0.2930367881835652,9
0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.17245835556068528,0.019440060034067442,-0.3687007473779922,-0.27941838409170144,-0.28291426415757975,-0.32009408990220534,-0.20907675303553788,0.3307276071667426,9
0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.04771368567838381,0.06981844816886482,-0.6239433645833403,-0.4861148232623209,-0.56998365787098,-0.20675602467665996,-0.42408229074077186,0.3307276071667426,9
0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.2849387673410868,-0.3332086569095137,-0.11345813017264376,-0.44355967402131097,-0.46984317169188694,-0.7190440794961248,-0.1374082404671265,0.3307276071667426,9
0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.7007543336154246,-0.6858573738530948,-0.8791859817886888,-0.8701243842704817,-1.0261792060201824,-0.7779798734134082,-0.5315850595933888,0.018845409491588694,9
0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.29720302544298677,0.22095361257325696,0.2694057956353782,0.10357795907738752,-0.06483053870088797,-0.08435091423307116,0.5076083726485754,-0.2930367881835652,9
0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9918252300074609,-1.0385060907966763,-1.389671216199385,-1.1568650327277625,-1.0973902184142041,-1.1043935012629789,-1.1049331601406793,-0.6049189858587191,9
0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.4512649938508221,-0.4339654331791084,-0.8791859817886888,-0.8326353242248302,-0.8815318370948255,-0.7054435116690594,-0.710756341014417,-0.2930367881835652,9
0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.1392628670662712,-1.389671216199385,-1.171050082474766,-1.1485731335724074,-1.122527591699066,-1.1049331601406793,-0.916801183533873,9
0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",-0.07703098420391766,0.17057522443845957,0.014163178430030454,-0.1325017974263101,-0.2539847903725083,-0.07981739162404934,0.11343155352231317,1.2663742001922043,9
0.37,0.265,0.075,0.214,0.09,0.051,0.07,6,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2828961263994976,-1.441533195875055,-1.6449138334047333,-1.2510942917614276,-1.2064320811425502,-1.1814633856163497,-1.2124359289932964,-1.228683381209027,9
0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3660592396543654,-1.2903980314706627,-1.5172925248020592,-1.3291120653699455,-1.2464882756141873,-1.1859969082253712,-1.2124359289932964,-1.228683381209027,9
0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.1145272589481734,-2.1468306297622175,-2.0277777592127557,-1.5368217223796368,-1.4801494100320713,-1.4308071291125493,-1.4991099792669418,-1.5405655788841808,9
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2413145697720638,-1.3407764196054601,-1.262049907596711,-1.2024598354859877,-1.1285450363365888,-1.1497287273531969,-1.2124359289932964,-1.228683381209027,9
0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.1896412552010687,-1.389671216199385,-1.1771293895091959,-1.10851693910077,-1.0907929334359134,-1.1407674164248849,-0.6049189858587191,9
0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.5446497242659998,1.3292781515387988,0.6522697214434009,2.2850359665986812,1.8044585366421846,0.7226161101728116,3.8760284633639084,2.51390299089282,9
0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7007543336154246,-0.5851005975835005,-0.3687007473779922,-0.8670847307532666,-0.8281235777993092,-1.072658842999826,-0.7895917048396696,-0.2930367881835652,9
0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.156108815575607,-2.0964522416274205,-1.9001564506100814,-1.4871740482651252,-1.4289664948738683,-1.45800826476668,-1.513443681780624,-0.916801183533873,9
0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.8254990034977261,-0.7866141501226895,-0.6239433645833403,-0.8620186415579083,-0.8793064929575124,-0.9094520290750409,-0.7430071716702021,-0.6049189858587191,9
0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.8234563625561369,-1.7941819128186363,-1.5172925248020592,-1.3686275610937404,-1.3065725673216433,-1.3310696317140693,-1.3701066566438014,-0.916801183533873,9
0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.4908039095366667,-1.5422899721446497,-1.262049907596711,-1.2784511734163624,-1.1886293280440448,-1.3764048578042876,-1.2626038877911843,-0.2930367881835652,9
0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.2413145697720638,-1.240019643335866,-1.1344285989940368,-1.1720633003138377,-1.179727951494792,-1.122527591699066,-1.0511817757143709,-0.2930367881835652,9
0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.33878458207041967,0.3720887769776491,0.39702710423805243,-0.01091565673771052,-0.08930932421133274,0.21939510057139028,0.05968016909600463,0.018845409491588694,9
0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.40968343722338824,-0.3332086569095137,-0.24107943877531798,-0.6360710634449274,-0.6834762088739524,-0.5875719238344921,-0.49575080330918303,0.018845409491588694,9
0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10,0,0,1,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.5344281071056893,-0.5851005975835005,-0.4963220559806664,-0.6411371526402856,-0.6100398523426174,-0.664641808187863,-0.5925032952765384,0.018845409491588694,9
0.28,0.205,0.08,0.127,0.052,0.039,0.042,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-2.031364145693306,-2.046073853492623,-1.5172925248020592,-1.427394195759897,-1.375558235578352,-1.290267928232873,-1.413107764184848,-0.2930367881835652,9
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(11.0, 29.0]",0.5466923652075888,0.6743591057864329,0.14178448703270397,0.449085242200825,0.3579848473886167,0.7316831553908553,0.6151111415011925,1.5782563978673583,9
0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9209263748544932,1.0773862108648118,1.2903762644567713,1.0945050056894752,0.64727958523933,1.121566099766731,1.510967548606334,0.018845409491588694,9
0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.6714370350898903,0.7751158820560275,0.5246484128407266,0.4561777670743268,0.03976063575283167,0.491406457112699,0.8301166792064263,0.018845409491588694,9
0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.33878458207041967,0.4224671651124465,-0.11345813017264376,0.31838014096058054,0.11542233642147992,-0.28835943163905264,0.5076083726485754,0.6426098048418964,9
0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.07703098420391766,-0.03093832810072938,-0.24107943877531798,-0.22166496726461665,-0.18277377797848646,-0.4560997681728596,-0.20907675303553788,0.018845409491588694,9
0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.4219476953252873,0.5232239413820412,1.2903762644567713,0.32952553719036876,0.13767577779461176,0.5548757736390044,0.7226139103538096,0.9544920025170504,9
0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.004089488109361,0.7751158820560275,1.9284828074701417,1.3832720898248996,0.8230817720870719,0.7271496327818334,2.8368350311219435,1.890138595542512,9
0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.4219476953252873,0.5232239413820412,0.6522697214434009,0.5929621753490016,-0.27846357588295334,-0.025415120315787552,1.4392990360379228,0.9544920025170504,9
0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.6714370350898903,0.5736023295168386,0.6522697214434009,0.45516454923525523,0.26897108189608937,0.6002109997292225,0.7226139103538096,0.9544920025170504,9
0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(11.0, 29.0]",0.6714370350898903,0.7751158820560275,0.5246484128407266,0.7915528718070476,0.75187075969305,0.6908814519096589,0.29260283494334166,0.9544920025170504,9
0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,0,0,1,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.7130185917173241,0.7751158820560275,0.9075123386487486,0.8371476745652724,0.8141803955378191,1.0490297380223819,0.7584481666380148,0.6426098048418964,9
0.725,0.56,0.21,2.141,0.65,0.398,1.005,18,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.6693943941483012,1.5307917040779884,1.8008614988674674,2.653847260020767,1.2859533526482136,1.9648013050447883,5.488569996153162,2.51390299089282,9
0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0456710447367947,1.3796565396735962,2.3113467332781643,1.8655637812230117,0.8876167520691539,0.9810268988870546,4.1268682573533475,1.890138595542512,9
0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.6693943941483012,1.6819268684823794,0.9075123386487486,2.6193978534923303,1.7977825042302453,2.4498882242101225,4.377708051342786,3.1376673862431277,9
0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.2951603845013977,1.631548480347582,1.6732401902647933,2.0479429922559116,1.1746861457825544,2.055471757225224,2.944337799974561,3.1376673862431277,9
0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.5030681676385658,1.5307917040779884,2.0561041160728157,2.329617551517834,2.0314436386481294,1.1533007580298837,3.7326914382270857,1.2663742001922043,9
